Gravité;Fichier;Ligne;Enregistrement;Champ;Anomalie;Valeur lue;Valeur retenue;Valeur remplacée
Repris avec correction automatique;export_clients_cavegest.xlsx;4213;Client T04212;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);642727751;+33642727751;
Repris avec correction automatique;export_clients_cavegest.xlsx;4214;Client T04213;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);678021083;+33678021083;
Repris avec correction automatique;export_clients_cavegest.xlsx;4215;Client T04214;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4215;Client T04214;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4215;Client T04214;phone;Téléphone complété d'un zéro initial (perdu par le tableur);433580830;+33433580830;
Repris avec correction automatique;export_clients_cavegest.xlsx;4215;Client T04214;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);683619327;+33683619327;
Repris avec correction automatique;export_clients_cavegest.xlsx;4215;Client T04214;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4216;Client T04215;phone;Téléphone complété d'un zéro initial (perdu par le tableur);533265921;+33533265921;
Repris avec correction automatique;export_clients_cavegest.xlsx;4217;Client T04216;phone;Téléphone complété d'un zéro initial (perdu par le tableur);395796093;+33395796093;
Repris avec correction automatique;export_clients_cavegest.xlsx;4218;Client T04217;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4218;Client T04217;phone;Téléphone complété d'un zéro initial (perdu par le tableur);268580021;+33268580021;
Repris avec correction automatique;export_clients_cavegest.xlsx;4218;Client T04217;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4220;Client T04219;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4220;Client T04219;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4220;Client T04219;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);269006521;+33269006521;
Repris avec correction automatique;export_clients_cavegest.xlsx;4220;Client T04219;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4220;Client T04219;phone;Téléphone complété d'un zéro initial (perdu par le tableur);269006521;+33269006521;
Repris avec correction automatique;export_clients_cavegest.xlsx;4221;Client T04220;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);644598106;+33644598106;
Repris avec correction automatique;export_clients_cavegest.xlsx;4223;Client T04222;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4223;Client T04222;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4224;Client T04223;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4224;Client T04223;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);629274772;+33629274772;
Repris avec correction automatique;export_clients_cavegest.xlsx;4226;Client T04225;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4226;Client T04225;phone;Téléphone complété d'un zéro initial (perdu par le tableur);422578570;+33422578570;
Repris avec correction automatique;export_clients_cavegest.xlsx;4227;Client T04226;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4227;Client T04226;phone;Téléphone complété d'un zéro initial (perdu par le tableur);144141343;+33144141343;
Repris avec correction automatique;export_clients_cavegest.xlsx;4227;Client T04226;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);659439611;+33659439611;
Repris avec correction automatique;export_clients_cavegest.xlsx;4228;Client T04227;phone;Téléphone complété d'un zéro initial (perdu par le tableur);194615946;+33194615946;
Repris avec correction automatique;export_clients_cavegest.xlsx;4228;Client T04227;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4229;Client T04228;phone;Téléphone complété d'un zéro initial (perdu par le tableur);475415125;+33475415125;
Repris avec correction automatique;export_clients_cavegest.xlsx;4230;Client T04229;phone;Téléphone complété d'un zéro initial (perdu par le tableur);567608254;+33567608254;
Repris avec correction automatique;export_clients_cavegest.xlsx;4231;Client T04230;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4231;Client T04230;phone;Téléphone complété d'un zéro initial (perdu par le tableur);244745828;+33244745828;
Repris avec correction automatique;export_clients_cavegest.xlsx;4232;Client T04231;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4232;Client T04231;phone;Téléphone complété d'un zéro initial (perdu par le tableur);571235491;+33571235491;
Repris avec correction automatique;export_clients_cavegest.xlsx;4232;Client T04231;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);625894229;+33625894229;
Repris avec correction automatique;export_clients_cavegest.xlsx;4232;Client T04231;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4234;Client T04233;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4234;Client T04233;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);610357641;+33610357641;
Repris avec correction automatique;export_clients_cavegest.xlsx;4236;Client T04235;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4237;Client T04236;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4238;Client T04237;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4238;Client T04237;phone;Téléphone complété d'un zéro initial (perdu par le tableur);454724643;+33454724643;
Repris avec correction automatique;export_clients_cavegest.xlsx;4240;Client T04239;phone;Téléphone complété d'un zéro initial (perdu par le tableur);232145231;+33232145231;
Repris avec correction automatique;export_clients_cavegest.xlsx;4241;Client T04240;phone;Téléphone complété d'un zéro initial (perdu par le tableur);419015865;+33419015865;
Repris avec correction automatique;export_clients_cavegest.xlsx;4242;Client T04241;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4242;Client T04241;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4244;Client T04243;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);617168555;+33617168555;
Repris avec correction automatique;export_clients_cavegest.xlsx;4244;Client T04243;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4245;Client T04244;phone;Téléphone complété d'un zéro initial (perdu par le tableur);428957062;+33428957062;
Repris avec correction automatique;export_clients_cavegest.xlsx;4245;Client T04244;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);633016566;+33633016566;
Repris avec correction automatique;export_clients_cavegest.xlsx;4245;Client T04244;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4246;Client T04245;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);226198539;+33226198539;
Repris avec correction automatique;export_clients_cavegest.xlsx;4246;Client T04245;phone;Téléphone complété d'un zéro initial (perdu par le tableur);226198539;+33226198539;
Repris avec correction automatique;export_clients_cavegest.xlsx;4248;Client T04247;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4248;Client T04247;phone;Téléphone complété d'un zéro initial (perdu par le tableur);529962742;+33529962742;
Repris avec correction automatique;export_clients_cavegest.xlsx;4249;Client T04248;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4249;Client T04248;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);622689472;+33622689472;
Repris avec correction automatique;export_clients_cavegest.xlsx;4249;Client T04248;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4250;Client T04249;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4250;Client T04249;phone;Téléphone complété d'un zéro initial (perdu par le tableur);455598432;+33455598432;
Repris avec correction automatique;export_clients_cavegest.xlsx;4251;Client T04250;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);685246537;+33685246537;
Repris avec correction automatique;export_clients_cavegest.xlsx;4252;Client T04251;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);282506776;+33282506776;
Repris avec correction automatique;export_clients_cavegest.xlsx;4252;Client T04251;phone;Téléphone complété d'un zéro initial (perdu par le tableur);282506776;+33282506776;
Repris avec correction automatique;export_clients_cavegest.xlsx;4252;Client T04251;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);636596382;+33636596382;
Repris avec correction automatique;export_clients_cavegest.xlsx;4253;Client T04252;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4253;Client T04252;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);674474017;+33674474017;
Repris avec correction automatique;export_clients_cavegest.xlsx;4254;Client T04253;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4255;Client T04254;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4255;Client T04254;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);235871544;+33235871544;
Repris avec correction automatique;export_clients_cavegest.xlsx;4255;Client T04254;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4255;Client T04254;phone;Téléphone complété d'un zéro initial (perdu par le tableur);235871544;+33235871544;
Repris avec correction automatique;export_clients_cavegest.xlsx;4256;Client T04255;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4256;Client T04255;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);648105848;+33648105848;
Repris avec correction automatique;export_clients_cavegest.xlsx;4257;Client T04256;phone;Téléphone complété d'un zéro initial (perdu par le tableur);257304964;+33257304964;
Repris avec correction automatique;export_clients_cavegest.xlsx;4258;Client T04257;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4258;Client T04257;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4258;Client T04257;phone;Téléphone complété d'un zéro initial (perdu par le tableur);549354308;+33549354308;
Repris avec correction automatique;export_clients_cavegest.xlsx;4259;Client T04258;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4259;Client T04258;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4261;Client T04260;phone;Téléphone complété d'un zéro initial (perdu par le tableur);490152998;+33490152998;
Repris avec correction automatique;export_clients_cavegest.xlsx;4262;Client T04261;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4262;Client T04261;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4262;Client T04261;phone;Téléphone complété d'un zéro initial (perdu par le tableur);316602808;+33316602808;
Repris avec correction automatique;export_clients_cavegest.xlsx;4262;Client T04261;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);678250147;+33678250147;
Repris avec correction automatique;export_clients_cavegest.xlsx;4263;Client T04262;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4263;Client T04262;phone;Téléphone complété d'un zéro initial (perdu par le tableur);438122247;+33438122247;
Repris avec correction automatique;export_clients_cavegest.xlsx;4264;Client T04263;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4265;Client T04264;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4265;Client T04264;phone;Téléphone complété d'un zéro initial (perdu par le tableur);345243916;+33345243916;
Repris avec correction automatique;export_clients_cavegest.xlsx;4266;Client T04265;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;4266;Client T04265;phone;Téléphone complété d'un zéro initial (perdu par le tableur);349033255;+33349033255;
Repris avec correction automatique;export_clients_cavegest.xlsx;4266;Client T04265;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);661474466;+33661474466;
Repris avec correction automatique;export_clients_cavegest.xlsx;4267;Client T04266;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4267;Client T04266;phone;Téléphone complété d'un zéro initial (perdu par le tableur);315070946;+33315070946;
Repris avec correction automatique;export_clients_cavegest.xlsx;4268;Client T04267;phone;Téléphone complété d'un zéro initial (perdu par le tableur);592815398;+33592815398;
Repris avec correction automatique;export_clients_cavegest.xlsx;4269;Client T04268;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4269;Client T04268;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4269;Client T04268;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);514563740;+33514563740;
Repris avec correction automatique;export_clients_cavegest.xlsx;4269;Client T04268;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4269;Client T04268;phone;Téléphone complété d'un zéro initial (perdu par le tableur);514563740;+33514563740;
Repris avec correction automatique;export_clients_cavegest.xlsx;4269;Client T04268;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4270;Client T04269;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);149688070;+33149688070;
Repris avec correction automatique;export_clients_cavegest.xlsx;4270;Client T04269;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4270;Client T04269;phone;Téléphone complété d'un zéro initial (perdu par le tableur);149688070;+33149688070;
Repris avec correction automatique;export_clients_cavegest.xlsx;4270;Client T04269;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4271;Client T04270;phone;Téléphone complété d'un zéro initial (perdu par le tableur);427454280;+33427454280;
Repris avec correction automatique;export_clients_cavegest.xlsx;4272;Client T04271;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4272;Client T04271;phone;Téléphone complété d'un zéro initial (perdu par le tableur);456702463;+33456702463;
Repris avec correction automatique;export_clients_cavegest.xlsx;4273;Client T04272;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4274;Client T04273;phone;Téléphone complété d'un zéro initial (perdu par le tableur);267625098;+33267625098;
Repris avec correction automatique;export_clients_cavegest.xlsx;4274;Client T04273;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4275;Client T04274;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4275;Client T04274;phone;Téléphone complété d'un zéro initial (perdu par le tableur);476199008;+33476199008;
Repris avec correction automatique;export_clients_cavegest.xlsx;4275;Client T04274;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4276;Client T04275;phone;Téléphone complété d'un zéro initial (perdu par le tableur);425658725;+33425658725;
Repris avec correction automatique;export_clients_cavegest.xlsx;4277;Client T04276;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4278;Client T04277;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);542877287;+33542877287;
Repris avec correction automatique;export_clients_cavegest.xlsx;4278;Client T04277;phone;Téléphone complété d'un zéro initial (perdu par le tableur);542877287;+33542877287;
Repris avec correction automatique;export_clients_cavegest.xlsx;4279;Client T04278;phone;Téléphone complété d'un zéro initial (perdu par le tableur);179034578;+33179034578;
Repris avec correction automatique;export_clients_cavegest.xlsx;4280;Client T04279;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4280;Client T04279;phone;Téléphone complété d'un zéro initial (perdu par le tableur);493666039;+33493666039;
Repris avec correction automatique;export_clients_cavegest.xlsx;4280;Client T04279;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);657113816;+33657113816;
Repris avec correction automatique;export_clients_cavegest.xlsx;4280;Client T04279;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4281;Client T04280;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);186579564;+33186579564;
Repris avec correction automatique;export_clients_cavegest.xlsx;4281;Client T04280;phone;Téléphone complété d'un zéro initial (perdu par le tableur);186579564;+33186579564;
Repris avec correction automatique;export_clients_cavegest.xlsx;4282;Client T04281;phone;Téléphone complété d'un zéro initial (perdu par le tableur);494009475;+33494009475;
Repris avec correction automatique;export_clients_cavegest.xlsx;4283;Client T04282;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);551267934;+33551267934;
Repris avec correction automatique;export_clients_cavegest.xlsx;4283;Client T04282;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;4283;Client T04282;phone;Téléphone complété d'un zéro initial (perdu par le tableur);551267934;+33551267934;
Repris avec correction automatique;export_clients_cavegest.xlsx;4283;Client T04282;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);617968213;+33617968213;
Repris avec correction automatique;export_clients_cavegest.xlsx;4284;Client T04283;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);238122758;+33238122758;
Repris avec correction automatique;export_clients_cavegest.xlsx;4284;Client T04283;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4284;Client T04283;phone;Téléphone complété d'un zéro initial (perdu par le tableur);238122758;+33238122758;
Repris avec correction automatique;export_clients_cavegest.xlsx;4285;Client T04284;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);488647414;+33488647414;
Repris avec correction automatique;export_clients_cavegest.xlsx;4285;Client T04284;phone;Téléphone complété d'un zéro initial (perdu par le tableur);488647414;+33488647414;
Repris avec correction automatique;export_clients_cavegest.xlsx;4286;Client T04285;phone;Téléphone complété d'un zéro initial (perdu par le tableur);422219078;+33422219078;
Repris avec correction automatique;export_clients_cavegest.xlsx;4287;Client T04286;phone;Téléphone complété d'un zéro initial (perdu par le tableur);142286517;+33142286517;
Repris avec correction automatique;export_clients_cavegest.xlsx;4288;Client T04287;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4288;Client T04287;phone;Téléphone complété d'un zéro initial (perdu par le tableur);178535340;+33178535340;
Repris avec correction automatique;export_clients_cavegest.xlsx;4290;Client T04289;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4291;Client T04290;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4292;Client T04291;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4292;Client T04291;phone;Téléphone complété d'un zéro initial (perdu par le tableur);394959595;+33394959595;
Repris avec correction automatique;export_clients_cavegest.xlsx;4292;Client T04291;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4293;Client T04292;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4293;Client T04292;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4294;Client T04293;phone;Téléphone complété d'un zéro initial (perdu par le tableur);342400588;+33342400588;
Repris avec correction automatique;export_clients_cavegest.xlsx;4294;Client T04293;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);627744337;+33627744337;
Repris avec correction automatique;export_clients_cavegest.xlsx;4295;Client T04294;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;4295;Client T04294;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);441856904;+33441856904;
Repris avec correction automatique;export_clients_cavegest.xlsx;4295;Client T04294;phone;Téléphone complété d'un zéro initial (perdu par le tableur);441856904;+33441856904;
Repris avec correction automatique;export_clients_cavegest.xlsx;4296;Client T04295;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4296;Client T04295;phone;Téléphone complété d'un zéro initial (perdu par le tableur);432159919;+33432159919;
Repris avec correction automatique;export_clients_cavegest.xlsx;4297;Client T04296;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);625381521;+33625381521;
Repris avec correction automatique;export_clients_cavegest.xlsx;4297;Client T04296;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4298;Client T04297;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4298;Client T04297;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4298;Client T04297;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4300;Client T04299;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);662984794;+33662984794;
Repris avec correction automatique;export_clients_cavegest.xlsx;4301;Client T04300;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);651926298;+33651926298;
Repris avec correction automatique;export_clients_cavegest.xlsx;4301;Client T04300;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4302;Client T04301;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4302;Client T04301;phone;Téléphone complété d'un zéro initial (perdu par le tableur);556550435;+33556550435;
Repris avec correction automatique;export_clients_cavegest.xlsx;4303;Client T04302;phone;Téléphone complété d'un zéro initial (perdu par le tableur);451719597;+33451719597;
Repris avec correction automatique;export_clients_cavegest.xlsx;4303;Client T04302;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);698061815;+33698061815;
Repris avec correction automatique;export_clients_cavegest.xlsx;4304;Client T04303;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4304;Client T04303;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);384668753;+33384668753;
Repris avec correction automatique;export_clients_cavegest.xlsx;4304;Client T04303;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4304;Client T04303;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4304;Client T04303;phone;Téléphone complété d'un zéro initial (perdu par le tableur);384668753;+33384668753;
Repris avec correction automatique;export_clients_cavegest.xlsx;4304;Client T04303;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);659345681;+33659345681;
Repris avec correction automatique;export_clients_cavegest.xlsx;4307;Client T04306;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4308;Client T04307;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);266175464;+33266175464;
Repris avec correction automatique;export_clients_cavegest.xlsx;4308;Client T04307;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4308;Client T04307;phone;Téléphone complété d'un zéro initial (perdu par le tableur);266175464;+33266175464;
Repris avec correction automatique;export_clients_cavegest.xlsx;4309;Client T04308;phone;Téléphone complété d'un zéro initial (perdu par le tableur);328507768;+33328507768;
Repris avec correction automatique;export_clients_cavegest.xlsx;4310;Client T04309;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4311;Client T04310;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4311;Client T04310;phone;Téléphone complété d'un zéro initial (perdu par le tableur);582052062;+33582052062;
Repris avec correction automatique;export_clients_cavegest.xlsx;4311;Client T04310;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);674385391;+33674385391;
Repris avec correction automatique;export_clients_cavegest.xlsx;4311;Client T04310;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4313;Client T04312;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4313;Client T04312;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);146352059;+33146352059;
Repris avec correction automatique;export_clients_cavegest.xlsx;4313;Client T04312;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;4313;Client T04312;phone;Téléphone complété d'un zéro initial (perdu par le tableur);146352059;+33146352059;
Repris avec correction automatique;export_clients_cavegest.xlsx;4314;Client T04313;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4314;Client T04313;phone;Téléphone complété d'un zéro initial (perdu par le tableur);179060299;+33179060299;
Repris avec correction automatique;export_clients_cavegest.xlsx;4315;Client T04314;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4315;Client T04314;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);685623849;+33685623849;
Repris avec correction automatique;export_clients_cavegest.xlsx;4315;Client T04314;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4316;Client T04315;phone;Téléphone complété d'un zéro initial (perdu par le tableur);510179999;+33510179999;
Repris avec correction automatique;export_clients_cavegest.xlsx;4317;Client T04316;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;4317;Client T04316;phone;Téléphone complété d'un zéro initial (perdu par le tableur);164537184;+33164537184;
Repris avec correction automatique;export_clients_cavegest.xlsx;4318;Client T04317;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);656546834;+33656546834;
Repris avec correction automatique;export_clients_cavegest.xlsx;4319;Client T04318;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4319;Client T04318;phone;Téléphone complété d'un zéro initial (perdu par le tableur);483195842;+33483195842;
Repris avec correction automatique;export_clients_cavegest.xlsx;4320;Client T04319;phone;Téléphone complété d'un zéro initial (perdu par le tableur);487296127;+33487296127;
Repris avec correction automatique;export_clients_cavegest.xlsx;4320;Client T04319;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);641216622;+33641216622;
Repris avec correction automatique;export_clients_cavegest.xlsx;4321;Client T04320;phone;Téléphone complété d'un zéro initial (perdu par le tableur);459636502;+33459636502;
